pathway	bonobo	chimpanzee	gorilla	olive_baboon	orangutan	pigtailed_macaque	rhesus_macaque	squirrel_monkey	human_related_bonobo 	human_related_chimpanzee 	human_related_gorilla 	human_related_olive_baboon 	human_related_orangutan 	human_related_pigtailed_macaque 	human_related_rhesus_macaque 	human_related_squirrel_monkey 	sum
hsa04260 Cardiac muscle contraction	0.999999739832039	0.920661681201807	0.999992676042341	0.999975484281727	0.926852030499529	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8309936712351
hsa04666 Fc gamma R-mediated phagocytosis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.959369024708079	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8371410040743
hsa00052 Galactose metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.962198001404528	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8399931272899
hsa00650 Butanoate metabolism	0.999999739832039	0.999997689511831	0.976944937075686	0.999975484281727	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999400061432266	0.999997259897049	0.999997615494366	0.978081126301684	0.999997267386646	15.8463942779803
hsa04977 Vitamin digestion and absorption	0.999999739832039	0.999997689511831	0.960383992794624	0.999975484281727	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.8523445230947
hsa04912 GnRH signaling pathway	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.881128568965239	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8646062180109
hsa04722 Neurotrophin signaling pathway	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.881128568965239	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8646062180109
hsa04710 Circadian rhythm - mammal	0.999999739832039	0.999997689511831	0.999992676042341	0.988654956860904	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8664500827462
hsa00630 Glyoxylate and dicarboxylate metabolism	0.999999739832039	0.999997689511831	0.928460086254617	0.999975484281727	0.945656791183666	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.8717844466169
hsa04914 Progesterone-mediated oocyte maturation	0.999999739832039	0.981582702589163	0.999992676042341	0.999975484281727	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.8735382194197
hsa04720 Long-term potentiation	0.967371599006498	0.999997689511831	0.999992676042341	0.999975484281727	0.926852030499529	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8777015387196
hsa00240 Pyrimidine metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8777706101671
hsa00620 Pyruvate metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.906072312530661	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.8895499615763
hsa00450 Selenocompound metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.894292961121427	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.8919532063424
hsa00500 Starch and sucrose metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.918556507477903	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.9020566686909
hsa03050 Proteasome	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.926852030499529	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.9103296795452
hsa00531 Glycosaminoglycan degradation	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.926852030499529	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.9103296795452
hsa00532 Glycosaminoglycan biosynthesis - chondroitin sulfate	0.999999739832039	0.999997689511831	0.965291400113463	0.971366443058893	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.920165328343
hsa04910 Insulin signaling pathway	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.926852030499529	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9245122757205
hsa00670 One carbon pool by folate	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.926852030499529	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9245122757205
hsa00860 Porphyrin and chlorophyll metabolism	0.998778104701582	0.999997689511831	0.964091273421606	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.994253909161727	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.978081126301684	0.999997267386646	15.9328773489383
hsa00900 Terpenoid backbone biosynthesis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.954721869072594	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.9381995181182
hsa00565 Ether lipid metabolism	0.999999739832039	0.999997689511831	0.964091273421606	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.947574242874
hsa03030 DNA replication	0.999999739832039	0.999997689511831	0.960383992794624	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9580495584223
hsa00564 Glycerophospholipid metabolism	0.999999739832039	0.999997689511831	0.962501271715962	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9601668373437
hsa00480 Glutathione metabolism	0.999999739832039	0.999997689511831	0.971972395996171	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.996488926500289	0.999997267386646	15.966132628481
hsa04142 Lysosome	0.999999739832039	0.999997689511831	0.999992676042341	0.971366443058893	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9690492004472
hsa00280 Valine, leucine and isoleucine degradation	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.994253909161727	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.9777309238557
hsa00600 Sphingolipid metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	0.999997267386646	15.9834756454947
hsa00511 Other glycan degradation	0.999999739832039	0.999997689511831	0.999992676042341	0.995711369174777	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9933941265631
hsa04520 Adherens junction	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999638966103736	0.999997267386646	15.9973029481306
hsa04962 Vasopressin-regulated water reabsorption	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04310 Wnt signaling pathway	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04141 Protein processing in endoplasmic reticulum	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04140 Regulation of autophagy	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04130 SNARE interactions in vesicular transport	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04120 Ubiquitin mediated proteolysis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04114 Oocyte meiosis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04110 Cell cycle	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03450 Non-homologous end-joining	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03440 Homologous recombination	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03430 Mismatch repair	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03420 Nucleotide excision repair	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03410 Base excision repair	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03060 Protein export	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03040 Spliceosome	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03022 Basal transcription factors	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03020 RNA polymerase	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03018 RNA degradation	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03015 mRNA surveillance pathway	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03013 RNA transport	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa03008 Ribosome biogenesis in eukaryotes	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa01040 Biosynthesis of unsaturated fatty acids	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00970 Aminoacyl-tRNA biosynthesis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00640 Propanoate metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00562 Inositol phosphate metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00520 Amino sugar and nucleotide sugar metabolism	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00514 Other types of O-glycan biosynthesis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00510 N-Glycan biosynthesis	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00310 Lysine degradation	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00190 Oxidative phosphorylation	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00030 Pentose phosphate pathway	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa00020 Citrate cycle (TCA cycle)	0.999999739832039	0.999997689511831	0.999992676042341	0.999975484281727	0.999997996449088	0.999865054359696	0.997849634214764	0.999998331130623	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.999994259643208	0.999997267386646	15.9976582416701
hsa04964 Proximal tubule bicarbonate reclamation	0.654027471379527	0.781184378484528	0.928460086254617	0.962198001404528	0.652811779291447	0.999865054359696	NA	0.999998331130623	0.942149201445916	0.978440623063528	0.999998817933341	0.999998117486148	0.999997259897049	0.987705000482432	0.985811663467886	0.982404702347809	NA
hsa04122 Sulfur relay system	NA	NA	NA	NA	0.999997996449088	NA	NA	NA	NA	NA	NA	NA	0.999997259897049	NA	NA	NA	NA
hsa00920 Sulfur metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00910 Nitrogen metabolism	0.502774370498993	0.758011080738661	0.734059551835325	0.971366443058893	0.26807167962405	0.981013720529929	NA	0.999998331130623	0.802538523183018	0.889589380221368	0.930297360470513	0.917921605040031	0.787026803491337	0.702023933084975	0.799360480505815	0.706453893262761	NA
hsa00790 Folate biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00785 Lipoic acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00780 Biotin metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00750 Vitamin B6 metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00740 Riboflavin metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00730 Thiamine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00603 Glycosphingolipid biosynthesis - globo series	0.802799367022217	0.999997689511831	0.964091273421606	0.995711369174777	0.881128568965239	0.999865054359696	0.997849634214764	NA	0.9999986308008	0.999999667206385	0.999998817933341	0.999998117486148	0.999997259897049	0.999997615494366	0.985811663467886	NA	NA
hsa00592 alpha-Linolenic acid metabolism	NA	0.999997689511831	NA	NA	NA	0.999865054359696	NA	0.999998331130623	NA	0.889589380221368	NA	NA	NA	0.919887959118115	NA	0.999997267386646	NA
hsa00591 Linoleic acid metabolism	0.575902176518774	0.824630421246614	NA	NA	NA	0.372519724366065	NA	0.999998331130623	0.802538523183018	0.889589380221368	NA	NA	NA	0.680753360871166	NA	0.892766201316033	NA
hsa00472 D-Arginine and D-ornithine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00471 D-Glutamine and D-glutamate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00460 Cyanoamino acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00430 Taurine and hypotaurine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00400 Phenylalanine, tyrosine and tryptophan biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00300 Lysine biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00290 Valine, leucine and isoleucine biosynthesis	0.999999739832039	0.999997689511831	NA	NA	0.894292961121427	NA	NA	0.999998331130623	0.9999986308008	0.999999667206385	NA	NA	0.999997259897049	NA	NA	0.999997267386646	NA
hsa00232 Caffeine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00130 Ubiquinone and other terpenoid-quinone biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00072 Synthesis and degradation of ketone bodies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00061 Fatty acid biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00053 Ascorbate and aldarate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00040 Pentose and glucuronate interconversions	NA	NA	NA	0.999975484281727	NA	NA	NA	NA	NA	NA	NA	0.999998117486148	NA	NA	NA	NA	NA
