pathway	bonobo	chimpanzee	gorilla	olive_baboon	orangutan	pigtailed_macaque	rhesus_macaque	squirrel_monkey	human_related_bonobo 	human_related_chimpanzee 	human_related_gorilla 	human_related_olive_baboon 	human_related_orangutan 	human_related_pigtailed_macaque 	human_related_rhesus_macaque 	human_related_squirrel_monkey 	sum
hsa00630 Glyoxylate and dicarboxylate metabolism	0.999999262969448	0.999998867066366	0.911168810575221	0.99999373963514	0.976100030339131	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.8861577458698
hsa03050 Proteasome	0.997215574497286	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.984393243335708	0.999027661446722	0.97654361327316	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.8962902744628
hsa00650 Butanoate metabolism	0.999999262969448	0.999998867066366	0.975231820140262	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.99526480751467	0.999997733630992	15.9085270821157
hsa03030 DNA replication	0.999999262969448	0.999998867066366	0.911168810575221	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9100564930358
hsa04070 Phosphatidylinositol signaling system	0.997215574497286	0.999998867066366	0.975231820140262	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9104745612862
hsa04722 Neurotrophin signaling pathway	0.997215574497286	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.97654361327316	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9117797074327
hsa04710 Circadian rhythm - mammal	0.999999262969448	0.999998867066366	0.975231820140262	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9132582497584
hsa03010 Ribosome	0.999999262969448	0.999998867066366	0.975231820140262	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9132582497584
hsa00071 Fatty acid metabolism	0.984681195773594	0.999998867066366	0.975231820140262	0.99999373963514	0.960950061230224	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9197527191301
hsa00564 Glycerophospholipid metabolism	0.999999262969448	0.999998867066366	0.975231820140262	0.99999373963514	0.95609097562954	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9302117007253
hsa04914 Progesterone-mediated oocyte maturation	0.997215574497286	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9352352268537
hsa04912 GnRH signaling pathway	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9380189153258
hsa04666 Fc gamma R-mediated phagocytosis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9380189153258
hsa00620 Pyruvate metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9380189153258
hsa00450 Selenocompound metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9380189153258
hsa00240 Pyrimidine metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.939137524662654	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9380189153258
hsa00531 Glycosaminoglycan degradation	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.943909921416862	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9427913120801
hsa04142 Lysosome	0.999999262969448	0.999998867066366	0.999992485707731	0.946351772141153	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9452382006743
hsa00670 One carbon pool by folate	0.999999262969448	0.999998867066366	0.999992485707731	0.946351772141153	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9452382006743
hsa00860 Porphyrin and chlorophyll metabolism	0.984681195773594	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.99526480751467	0.999997733630992	15.9540702677624
hsa04720 Long-term potentiation	0.997215574497286	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9713358141287
hsa00565 Ether lipid metabolism	0.997215574497286	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9713358141287
hsa00480 Glutathione metabolism	0.997215574497286	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9713358141287
hsa00280 Valine, leucine and isoleucine degradation	0.997215574497286	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9713358141287
hsa00511 Other glycan degradation	0.999999262969448	0.999998867066366	0.999992485707731	0.973601372349355	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9724878008825
hsa04310 Wnt signaling pathway	0.999999262969448	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9741195026009
hsa00532 Glycosaminoglycan biosynthesis - chondroitin sulfate	0.999999262969448	0.999998867066366	0.975231820140262	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9741195026009
hsa00052 Galactose metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.98386529308668	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9827517216199
hsa04114 Oocyte meiosis	0.997215574497286	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9960964796962
hsa01040 Biosynthesis of unsaturated fatty acids	0.997215574497286	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9960964796962
hsa04962 Vasopressin-regulated water reabsorption	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04910 Insulin signaling pathway	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04520 Adherens junction	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04141 Protein processing in endoplasmic reticulum	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04140 Regulation of autophagy	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04130 SNARE interactions in vesicular transport	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04120 Ubiquitin mediated proteolysis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04110 Cell cycle	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03450 Non-homologous end-joining	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03440 Homologous recombination	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03430 Mismatch repair	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03420 Nucleotide excision repair	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03410 Base excision repair	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03060 Protein export	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03040 Spliceosome	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03022 Basal transcription factors	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03020 RNA polymerase	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03018 RNA degradation	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03015 mRNA surveillance pathway	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03013 RNA transport	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa03008 Ribosome biogenesis in eukaryotes	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00970 Aminoacyl-tRNA biosynthesis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00900 Terpenoid backbone biosynthesis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00640 Propanoate metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00600 Sphingolipid metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00563 Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00562 Inositol phosphate metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00520 Amino sugar and nucleotide sugar metabolism	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00514 Other types of O-glycan biosynthesis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00510 N-Glycan biosynthesis	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00310 Lysine degradation	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00190 Oxidative phosphorylation	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00030 Pentose phosphate pathway	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa00020 Citrate cycle (TCA cycle)	0.999999262969448	0.999998867066366	0.999992485707731	0.99999373963514	0.999998777505132	0.999882676305564	0.999027661446722	0.99999913269416	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	0.999997733630992	15.9988801681683
hsa04964 Proximal tubule bicarbonate reclamation	0.648568322051233	0.970066277015414	0.911168810575221	0.654173929921337	0.464567957554401	0.999882676305564	NA	0.99999913269416	0.987069064995155	0.947861021108174	0.999999442802024	0.999998918204833	0.999998828643687	0.964598571001838	0.999995975157299	0.999997733630992	NA
hsa04122 Sulfur relay system	NA	NA	NA	NA	0.999998777505132	NA	NA	NA	NA	NA	NA	NA	0.999998828643687	NA	NA	NA	NA
hsa00920 Sulfur metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00910 Nitrogen metabolism	0.585586546171198	0.91906693561771	0.889280724950952	0.654173929921337	0.383355803668144	0.914366567678993	NA	0.883483674012514	0.781220551960903	0.891033084128314	0.960300112951839	0.735955202020021	0.964692265802151	0.726456806325467	0.894755745420425	0.695381619708604	NA
hsa00790 Folate biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00785 Lipoic acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00780 Biotin metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00750 Vitamin B6 metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00740 Riboflavin metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00730 Thiamine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00603 Glycosphingolipid biosynthesis - globo series	0.802710142007139	0.999998867066366	0.999992485707731	0.946351772141153	0.939137524662654	0.999882676305564	0.999027661446722	NA	0.999999246947886	0.999999570773069	0.999999442802024	0.999998918204833	0.999998828643687	0.999997848678269	0.999995975157299	NA	NA
hsa00592 alpha-Linolenic acid metabolism	NA	0.999998867066366	NA	NA	NA	0.999882676305564	NA	0.99999913269416	NA	0.902278879538913	NA	NA	0.921902988399576	0.964598571001838	NA	0.999997733630992	NA
hsa00591 Linoleic acid metabolism	0.264528789317505	0.917606357812716	NA	0.594565028183933	NA	0.367018294019683	NA	0.99999913269416	NA	0.83000528959632	NA	0.735955202020021	0.743520293986824	0.726456806325467	NA	0.910750743434825	NA
hsa00472 D-Arginine and D-ornithine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00471 D-Glutamine and D-glutamate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00460 Cyanoamino acid metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00430 Taurine and hypotaurine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00400 Phenylalanine, tyrosine and tryptophan biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00300 Lysine biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00290 Valine, leucine and isoleucine biosynthesis	0.984681195773594	0.999998867066366	NA	NA	0.939137524662654	NA	NA	0.99999913269416	0.999999246947886	0.999999570773069	NA	NA	0.999998828643687	NA	NA	0.999997733630992	NA
hsa00232 Caffeine metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00130 Ubiquinone and other terpenoid-quinone biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00072 Synthesis and degradation of ketone bodies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00061 Fatty acid biosynthesis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00053 Ascorbate and aldarate metabolism	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa00040 Pentose and glucuronate interconversions	NA	NA	NA	0.99999373963514	NA	NA	NA	NA	NA	NA	NA	0.999998918204833	0.999998828643687	NA	NA	NA	NA
